avatar,fullname,id,images/0,images/1,images/2,images/3,isQuote,isRetweet,likes,links/0,links/1,links/2,links/3,links/4,links/5,links/6,links/7,links/8,links/9,links/10,links/11,links/12,links/13,links/14,quotedTweet/avatar,quotedTweet/fullname,quotedTweet/images/0,quotedTweet/images/1,quotedTweet/images/2,quotedTweet/images/3,quotedTweet/links/0,quotedTweet/links/1,quotedTweet/links/2,quotedTweet/links/3,quotedTweet/links/4,quotedTweet/text,quotedTweet/timestamp,quotedTweet/url,quotedTweet/username,quotes,replies,retweets,searchQuery,text,timestamp,url,user/avatar,user/description,user/joinDate,user/location,user/totalFollowers,user/totalFollowing,user/totalLikes,user/totalTweets,user/url,user/userFullName,user/username,user/verified,user/website,username,verified
,,1387270920843063299,,,,,False,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,College,perks college,2021-04-28T05:02:00.000Z,https://twitter.com/abrahamrohan/status/1387270920843063299,https://pbs.twimg.com/profile_images/1554282616508928000/c5b7mEBD.jpg,"Travel, Tourism, Hotels and Accounting

NL. GA. KA. TN.",2011-01-03T06:47:00.000Z,"Kohima, India",2652,1369,11430,16694,https://twitter.com//abrahamrohan,Rohan K Abraham,@abrahamrohan,False,indiatrail.org,,False
,,1386754049874169857,,,,,True,False,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://twitter.comnull,,0,1,0,College,name college awareness,2021-04-26T18:48:00.000Z,https://twitter.com/boss_MockingJay/status/1386754049874169857,https://pbs.twimg.com/profile_images/1638363175107301377/ZYwqVk-C.jpg,#MiaSanMia ❤️ @FCBayern • Musician • Creator • Internet Scholar • Football • IG 📸: bozio.nienu,2016-02-10T20:43:00.000Z,"Kohima, India",483,360,935,933,https://twitter.com//boss_MockingJay,Bozio Nienü,@boss_MockingJay,False,piped.video/BozioNienu,,False
,,1252916572508712960,,,,,False,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,Bachelors,next bachelor please,2020-04-22T11:06:00.000Z,https://twitter.com/Angule25/status/1252916572508712960,https://pbs.twimg.com/profile_images/1303733790695546880/IUkYB1oE.jpg,Live the Life :),2009-07-28T02:52:00.000Z,"Nagaland, India",78,549,22695,1342,https://twitter.com//Angule25,Angu🆔,@Angule25,False,,,False
,,1476939974062710787,https://pbs.twimg.com/media/FH8lEZpVIAEjmLx.jpg,,,,False,False,0,https://twitter.com/search?q=%23News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,School,news mah till said run small shop thantlang city northwestern mandar decade made enough money send four children eldest daughter school secure desired government jobs,2021-12-31T15:35:00.000Z,https://twitter.com/NE24X7/status/1476939974062710787,https://pbs.twimg.com/profile_images/1635318495314595840/Mz_f5jue.jpg,Describing the Nation with Reality,2020-06-10T12:06:00.000Z,"Nagaland, India",65,4,100,1619,https://twitter.com//NE24X7,NE24X7 DIGITAL,@NE24X7,False,northeastnation.in,,False
,,946022945788272640,,,,,False,False,0,https://twitter.com/BeingSalmanKhan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,Bachelors,happy birthday handsome bachelor tiger reel real hunk bhai bollywood sally bhaialmighty bless bachelor forever bhai,2017-12-27T14:20:00.000Z,https://twitter.com/jsifti/status/946022945788272640,https://pbs.twimg.com/profile_images/1594335829022777344/D93JISoz.jpg,"Engineer! Manager ! Part of Nation Growth !! Optimistic !! Proud Indian !!SON,FATHER 🙏
Love & live !! 😊",2012-09-14T19:39:00.000Z,"Assam, India",111,101,3968,4555,https://twitter.com//jsifti,Iftikar Rahman,@jsifti,False,,,False
,,1459941309557268486,https://pbs.twimg.com/media/FELA4BlVcAI-ymo.jpg,,,,False,False,8,https://www.instagram.com/p/CWQ9_wCIlTf/?utm_medium=copy_link,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,University,nagaland university students union hima campus meriema successfully held general election with november 2021 program started exhortation dean students welfare nuke satan katrina read,2021-11-14T17:48:00.000Z,https://twitter.com/WeTheNagas/status/1459941309557268486,https://pbs.twimg.com/profile_images/963743777092440066/zA0BIPS7.jpg,"📡Leading Digital News platform in Nagaland
E-Mail: wethenagas06@gmail.com.
🚩Official
☎️: 03862-356815",2009-09-03T14:27:00.000Z,Dimapur,23632,116,9973,11583,https://twitter.com//WeTheNagas,WeTheNagas,@WeTheNagas,False,instagram.com/wethenagas,,False
https://pbs.twimg.com/profile_images/1554282616508928000/c5b7mEBD.jpg,Rohan K Abraham,1380070624047943688,https://pbs.twimg.com/media/Eyb-6wIU4AQEV-y.jpg,,,,False,False,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,College,running talks hima diaper next days help college kids figure whats next graduating share opinions local domestic global career choices young nags choices help present better,2021-04-08T08:10:00.000Z,https://twitter.com/abrahamrohan/status/1380070624047943688,https://pbs.twimg.com/profile_images/1554282616508928000/c5b7mEBD.jpg,"Travel, Tourism, Hotels and Accounting

NL. GA. KA. TN.",2011-01-03T06:47:00.000Z,"Kohima, India",2652,1369,11430,16694,https://twitter.com//abrahamrohan,Rohan K Abraham,@abrahamrohan,False,indiatrail.org,@abrahamrohan,False
https://pbs.twimg.com/profile_images/1635318495314595840/Mz_f5jue.jpg,NE24X7 DIGITAL,1365200455723180035,https://pbs.twimg.com/media/EvIqjuRU4AAdPPF.jpg,,,,False,False,0,https://twitter.com/search?q=%23Mon,https://twitter.com/search?q=%23medical,https://twitter.com/search?q=%23college,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,College,mon medical college foundation stone laid,2021-02-26T07:22:00.000Z,https://twitter.com/NE24X7/status/1365200455723180035,https://pbs.twimg.com/profile_images/1635318495314595840/Mz_f5jue.jpg,Describing the Nation with Reality,2020-06-10T12:06:00.000Z,"Nagaland, India",65,4,100,1619,https://twitter.com//NE24X7,NE24X7 DIGITAL,@NE24X7,False,northeastnation.in,@NE24X7,False
,,1441428838487973890,,,,,False,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,University,still price mac double university fund whats use,2021-09-24T15:46:00.000Z,https://twitter.com/maak_liotta/status/1441428838487973890,https://pbs.twimg.com/profile_images/1476922359923691520/TPbPiflx.jpg,"In a room full of you 👰👸👰
I can't gaze, stare even look at you 😞",2015-07-28T17:24:00.000Z,Dimapur,35,58,160,358,https://twitter.com//maak_liotta,Susanta Roy,@maak_liotta,False,,,False
,,1464137069970673668,https://pbs.twimg.com/media/FFGo5Q3UcAUHBEs.jpg,,,,False,False,1,https://twitter.com/search?q=%23student,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,School,admission open offline school admission fulfilled curriculum makes child future ready focus overall development child activity based learning trained experience facilitators vaccinated staff student,2021-11-26T07:40:00.000Z,https://twitter.com/dimapurtoday/status/1464137069970673668,https://pbs.twimg.com/profile_images/1366678053829496835/-M7LAoiv.jpg,Digital News Platform | DM for advertisements & business queries,2017-10-11T19:36:00.000Z,"Dimapur, India",4588,182,1007,7480,https://twitter.com//dimapurtoday,Dimapur Today,@dimapurtoday,False,dimapurtoday.co,,False
,,1457376139047944197,https://pbs.twimg.com/media/FDmjx3IVUBAFT5u.jpg,https://pbs.twimg.com/media/FDmjzk0UUAIW3NX.jpg,https://pbs.twimg.com/media/FDmj1LIUUAAIvFi.jpg,https://pbs.twimg.com/media/FDmj2tjVQAI4Rjm.jpg,False,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,School,world sunday school day celebration shekinah glory prayer center,2021-11-07T15:55:00.000Z,https://twitter.com/MharonKikon/status/1457376139047944197,https://pbs.twimg.com/profile_images/1616668935604310016/9Dpxgejp.jpg,"student 
Follow me on
Facebook:facebook.com/mharon.kikon.3
Instagram:instagram.com/mharon_kikon_o…
YouTube:piped.video/ch",2020-11-13T07:15:00.000Z,"Wokha, India",39,360,234,200,https://twitter.com//MharonKikon,Mharon Kikon,@MharonKikon,False,mharon.com,,False
,,1469600753933160448,,,,,True,False,6,,,,,,,,,,,,,,,,,Miss Chang,,,,,,,,,,"What's happening, world... !?",2021-12-10T15:42:00.000Z,https://twitter.com/KayImtiChang/status/1469331656054083590,@KayImtiChang,0,0,1,School,every school counsellorthe need counsellor schools cant ignore,2021-12-11T09:31:00.000Z,https://twitter.com/WhungNgau/status/1469600753933160448,https://pbs.twimg.com/profile_images/1727638690670022656/9G5joiwY.jpg,"a writer in the making.... with anxiety.
Anxiety creates creativity",2013-07-13T07:17:00.000Z,Nagaland,41,180,930,507,https://twitter.com//WhungNgau,Zing Hegeu,@WhungNgau,False,,,False
,,1453680958473785344,https://pbs.twimg.com/media/FCyDHr_VQAk7Fxf.jpg,https://pbs.twimg.com/media/FCyDH8iUUAIDgUJ.jpg,https://pbs.twimg.com/media/FCyDIKPUcAQV6wT.jpg,,False,False,32,https://twitter.com/search?q=%23SevaSamarpan,https://twitter.com/STM4Nagaland,https://twitter.com/BJYM,https://twitter.com/Manaikonyak1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,School,sevasamarpan beneficiaries govthigh school mon town received solar table lamps today initiated sincerely thankful mon district president sari helping mon sum team reaching students,2021-10-28T11:12:00.000Z,https://twitter.com/KaiheAwan/status/1453680958473785344,https://pbs.twimg.com/profile_images/1704477747509387264/sadjQqZD.jpg,"Chairperson-Bio Resource Mission Govt of Nagaland. 
 Former State President of ST Morcha @BJP4Nagaland

instagram.com/awankonyak7042…",2018-06-19T12:45:00.000Z,"Nagaland, India",3882,810,32420,2653,https://twitter.com//KaiheAwan,Awan Konyak🇮🇳,@KaiheAwan,True,,,True
,,1363810627706253320,https://pbs.twimg.com/media/Eu06hQQUYAM63yp.jpg,,,,False,False,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,University,governor ravi felicitate yingngam wangnaolim function held raj bhavani hima today secured ord rank field obstetrics gynecology herald university health sciences 2020 yingngam kayak hails mon district nagaland,2021-02-22T11:19:00.000Z,https://twitter.com/Hillsnaga/status/1363810627706253320,https://pbs.twimg.com/profile_images/1298647310381924352/cfY04ymP.jpg,"Follow Naga Hills on:
Facebook: bit.ly/3uLUBlx
Instagram: bit.ly/3O4IyGM
Twitter: nitter.net/Hillsnaga 
YouTube: bit.ly/3IAtT4S",2015-06-19T13:44:00.000Z,Nagaland,6558,2329,3759,6937,https://twitter.com//Hillsnaga,Naga Hills,@Hillsnaga,False,,,False
,,1455369928987451396,,,,,False,False,0,https://twitter.com/manipal_sikkim,https://twitter.com/search?q=%23Sikkim,https://twitter.com/search?q=%23Manipal,https://twitter.com/search?q=%23MBA,https://twitter.com/search?q=%23education,https://sikkimmanipaluniversitydeassignments.blogspot.com/,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,University,good website skim animal university assignment reference mba education,2021-11-02T03:03:00.000Z,https://twitter.com/techubber/status/1455369928987451396,https://pbs.twimg.com/profile_images/1177478435133747200/7_u1Kvbc.jpg,"Day to day experiences and tips on computer, technology, web development, software etc.
techubber.blogspot.com
techubber.com",2019-09-27T06:57:00.000Z,,7,23,84,157,https://twitter.com//techubber,Techubber Tech Blog,@techubber,False,techubber.com,,False
,,1362964151480410114,https://pbs.twimg.com/media/Euo4qOPVgAEl1XP.jpg,,,,False,False,12,https://www.facebook.com/2058039484452146/posts/2831828147073272/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,University,nagaland governor felicitate yingngam wangnaolim programme felicitate yingngam wangnaolim pig rank holder obstetrics gynecology herald university health sciences held and february 2021 raj bhavani hima details,2021-02-20T03:15:00.000Z,https://twitter.com/Hillsnaga/status/1362964151480410114,https://pbs.twimg.com/profile_images/1298647310381924352/cfY04ymP.jpg,"Follow Naga Hills on:
Facebook: bit.ly/3uLUBlx
Instagram: bit.ly/3O4IyGM
Twitter: nitter.net/Hillsnaga 
YouTube: bit.ly/3IAtT4S",2015-06-19T13:44:00.000Z,Nagaland,6558,2329,3759,6937,https://twitter.com//Hillsnaga,Naga Hills,@Hillsnaga,False,,,False
,,1398917488323137537,,,,,False,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,University,med certified personal trainer national gold medalist strongman powerlifting competition india consecutively four times winner nagaland fittestman title working fitness coach sri sri aniruddhadeva sports university dibrugarh govt assay,2021-05-30T08:21:00.000Z,https://twitter.com/Theja_Kire/status/1398917488323137537,https://pbs.twimg.com/profile_images/1596065737533231104/qJWeCBER.jpg,"Ambivert || Trekking || Camping || Fitness Enthusiast || Socializing

piped.video/watch?v=w3v2EPsU…",2009-11-09T04:10:00.000Z,"Nagaland, India",516,716,8510,1703,https://twitter.com//Theja_Kire,Theja Kire,@Theja_Kire,False,,,False
,,1361738308204699649,,,,,False,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,University,students staying far away respective colleges universities das also reminds particular colleges holds book launching programs hundreds people gathered totally forgetting cops,2021-02-16T18:04:00.000Z,https://twitter.com/NE24X7/status/1361738308204699649,https://pbs.twimg.com/profile_images/1635318495314595840/Mz_f5jue.jpg,Describing the Nation with Reality,2020-06-10T12:06:00.000Z,"Nagaland, India",65,4,100,1619,https://twitter.com//NE24X7,NE24X7 DIGITAL,@NE24X7,False,northeastnation.in,,False
